Années;Type de collectivité;Pourcentage;Indicateurs;Indicateurs de leffort budgétaire des conseils régionaux;Régions;Codes régions;Pays;Objectifs sur budget ventilé;Valeur
2015;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;18.61
2015;Conseils régionaux;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;15.28
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Bourgogne-Franche-Comté;R27;;Tous objectifs;12.95
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Bourgogne-Franche-Comté;R27;;Tous objectifs;0.0
2015;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;4.52
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Normandie;R28;;Tous objectifs;4.06
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Normandie;R28;;Tous objectifs;0.0
2015;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;51.03
2015;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;2.8
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Transferts de technologie;0.03
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Réseaux haut débit;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Polynésie française;A41;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T;;Polynésie française;A41;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Corse;R94;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Tous objectifs;149.82
2007;Collectivités territoriales;1;Budget R&T;;Île-de-France;R11;;Aides aux chercheurs (%);6.56
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Transferts de technologie;53.56
2007;Conseils régionaux;0;Budget R&T;;Île-de-France;R11;;Tous objectifs;109.26
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Île-de-France;R11;;Tous objectifs;17.51
2007;Communes et EPCI;0;Budget R&T;;Île-de-France;R11;;Tous objectifs;4.22
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Île-de-France;R11;;Tous objectifs;27.86
2007;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Réseaux haut débit (%);4.28
2007;Conseils régionaux;0;Budget R&T;;Occitanie;R76;;Tous objectifs;52.02
2007;Communes et EPCI;0;Budget R&T;;Occitanie;R76;;Tous objectifs;6.74
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;4.82
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;71.46
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;0.04
2007;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Aides aux chercheurs (%);18.66
2007;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Aides aux chercheurs;14.14
2007;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Culture et information scientifique (%);4.07
2007;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Culture et information scientifique;3.09
2007;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Budget non ventilé (%);7.8
2007;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;31.12
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;21.54
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;0.62
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;21.45
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Hauts-de-France;R32;;Tous objectifs;16.16
2007;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Opérations immobilières (%);77.18
2007;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Projets de la recherche publique;6.41
2007;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Transferts de technologie (%);37.52
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Normandie;R28;;Tous objectifs;8.37
2007;Communes et EPCI;0;Budget R&T;;Normandie;R28;;Tous objectifs;4.74
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;6.08
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;0.24
2007;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Opérations immobilières (%);43.7
2007;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Opérations immobilières;31.48
2007;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Equipement de laboratoires;4.71
2007;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Transferts de technologie (%);20.47
2007;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Transferts de technologie;14.74
2007;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Réseaux haut débit (%);0.03
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Pays de la Loire;R52;;Tous objectifs;7.94
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Pays de la Loire;R52;;Tous objectifs;14.22
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Pays de la Loire;R52;;Tous objectifs;15.61
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;1.66
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;0.66
2007;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Opérations immobilières (%);50.87
2007;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Projets de la recherche publique;7.05
2007;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Aides aux chercheurs (%);7.22
2007;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Transferts de technologie;24.86
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;6.04
2007;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;46.88
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;15.09
2007;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;56.54
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;63.11
2007;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Opérations immobilières;0.0
2007;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Aides aux chercheurs (%);16.23
2007;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Transferts de technologie;0.06
2007;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Budget non ventilé;0.09
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Guadeloupe;R01;;Tous objectifs;0.2
2007;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;54.45
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2007;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Projets de la recherche publique (%);16.67
2007;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Projets de la recherche publique;0.08
2007;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Aides aux chercheurs (%);0.0
2007;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Transferts de technologie (%);72.92
2007;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Transferts de technologie;0.35
2007;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Culture et information scientifique;0.0
2007;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Budget non ventilé;0.0
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Guyane;R03;;Tous objectifs;0.46
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guyane;R03;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Tous objectifs;2.9
2007;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Aides aux chercheurs (%);0.0
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Martinique;R02;;Tous objectifs;0.38
2007;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2007;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Opérations immobilières (%);0.0
2007;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Equipement de laboratoires (%);0.0
2007;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Aides aux chercheurs;0.0
2007;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Culture et information scientifique (%);0.0
2007;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Budget non ventilé (%);0.0
2007;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Budget non ventilé;0.0
2007;Conseils régionaux;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.0
2007;Conseils départementaux;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Opérations immobilières;0.77
2007;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Aides aux chercheurs (%);13.06
2007;Collectivités territoriales;0;Budget R&T;;La Réunion;R04;;Transferts de technologie;0.42
2007;Collectivités territoriales;1;Budget R&T;;La Réunion;R04;;Réseaux haut débit (%);0.3
2007;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Opérations immobilières;3.73
2007;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Equipement de laboratoires (%);7.75
2007;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Polynésie française;A41;;Tous objectifs;0.0
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Polynésie française;A41;;Tous objectifs;0.0
2007;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Projets de la recherche publique (%);29.02
2007;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Transferts de technologie;0.0
2007;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Budget non ventilé (%);0.0
2007;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Budget non ventilé;0.0
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2013;Communes et EPCI;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Tous objectifs;10.04
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;11.1
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;30.24
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;2.6
2013;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Réseaux haut débit;0.0
2013;Collectivités territoriales;1;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Budget non ventilé (%);0.0
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;5.45
2013;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;0.0
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;0.0
2013;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Projets de la recherche publique (%);19.0
2013;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Réseaux haut débit (%);1.8
2013;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Réseaux haut débit;0.58
2013;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Budget non ventilé (%);0.0
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;1.45
2013;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Equipement de laboratoires;2.18
2013;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Projets de la recherche publique;2.75
2013;Collectivités territoriales;1;Budget R&T;;Bourgogne-Franche-Comté;R27;;Culture et information scientifique (%);1.85
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;21.77
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;20.08
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bourgogne-Franche-Comté;R27;;Tous objectifs;1.71
2013;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Tous objectifs;81.02
2013;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Opérations immobilières;17.55
2013;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Aides aux chercheurs (%);12.12
2013;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Réseaux haut débit;5.61
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Bretagne;R53;;Tous objectifs;13.82
2013;Communes et EPCI;0;Budget R&T;;Bretagne;R53;;Tous objectifs;17.96
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Bretagne;R53;;Tous objectifs;25.21
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Bretagne;R53;;Tous objectifs;16.14
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Bretagne;R53;;Tous objectifs;19.92
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bretagne;R53;;Tous objectifs;9.0
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bretagne;R53;;Tous objectifs;1.27
2013;Collectivités territoriales;0;Budget R&T;;Centre-Val de Loire;R24;;Transferts de technologie;8.19
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Centre-Val de Loire;R24;;Tous objectifs;11.87
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Centre-Val de Loire;R24;;Tous objectifs;4.51
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Centre-Val de Loire;R24;;Tous objectifs;0.0
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Tous objectifs;36.19
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Opérations immobilières;21.2
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Transferts de technologie;6.95
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Culture et information scientifique;0.39
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Grand Est;R44;;Tous objectifs;2.75
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;14.88
2013;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;22.69
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;3.14
2013;Collectivités territoriales;0;Budget R&T;;Corse;R94;;Equipement de laboratoires;0.31
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Bourgogne-Franche-Comté;R27;;Tous objectifs;4.63
2007;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;17.24
2007;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;16.83
2007;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;10.39
2007;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bourgogne-Franche-Comté;R27;;Tous objectifs;0.69
2007;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Opérations immobilières;0.0
2007;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Equipement de laboratoires;0.0
2007;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Projets de la recherche publique (%);1.32
2007;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Projets de la recherche publique;0.99
2007;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Aides aux chercheurs (%);0.87
2007;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Transferts de technologie (%);0.28
2007;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Transferts de technologie;0.21
2007;Conseils régionaux;0;Budget R&T;;Bretagne;R53;;Tous objectifs;51.77
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Bretagne;R53;;Tous objectifs;5.42
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bretagne;R53;;Tous objectifs;0.35
2007;Collectivités territoriales;0;Budget R&T;;Centre-Val de Loire;R24;;Tous objectifs;43.2
2007;Collectivités territoriales;0;Budget R&T;;Centre-Val de Loire;R24;;Equipement de laboratoires;9.57
2007;Collectivités territoriales;1;Budget R&T;;Centre-Val de Loire;R24;;Projets de la recherche publique (%);7.53
2007;Collectivités territoriales;1;Budget R&T;;Centre-Val de Loire;R24;;Culture et information scientifique (%);6.0
2007;Conseils départementaux;0;Budget R&T;;Centre-Val de Loire;R24;;Tous objectifs;17.87
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Centre-Val de Loire;R24;;Tous objectifs;2.42
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Centre-Val de Loire;R24;;Tous objectifs;0.0
2007;Collectivités territoriales;1;Budget R&T;;Corse;R94;;Equipement de laboratoires (%);466.21
2007;Collectivités territoriales;0;Budget R&T;;Corse;R94;;Projets de la recherche publique;6.05
2007;Collectivités territoriales;0;Budget R&T;;Corse;R94;;Réseaux haut débit;3.47
2007;Collectivités territoriales;0;Budget R&T;;Corse;R94;;Budget non ventilé;0.04
2007;Conseils régionaux;0;Budget R&T;;Corse;R94;;Tous objectifs;1.9
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Corse;R94;;Tous objectifs;0.0
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Corse;R94;;Tous objectifs;0.0
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Corse;R94;;Tous objectifs;0.77
2007;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Corse;R94;;Tous objectifs;0.0
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Opérations immobilières;12.09
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Equipement de laboratoires;13.27
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Culture et information scientifique;4.67
2007;Collectivités territoriales;0;Budget R&T;;Île-de-France;R11;;Budget non ventilé;0.78
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Île-de-France;R11;;Tous objectifs;9.42
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Île-de-France;R11;;Tous objectifs;9.03
2007;Collectivités territoriales;1;Budget R&T;;Occitanie;R76;;Opérations immobilières (%);9.97
2007;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Opérations immobilières;6.15
2007;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Aides aux chercheurs;4.12
2007;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;48.87
2007;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;16.69
2007;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Opérations immobilières;11.72
2007;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Equipement de laboratoires (%);28.53
2007;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Budget non ventilé;5.91
2007;Conseils régionaux;0;Budget R&T;;Hauts-de-France;R32;;Tous objectifs;55.92
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Hauts-de-France;R32;;Tous objectifs;2.26
2007;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;23.58
2007;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Aides aux chercheurs (%);12.63
2007;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Aides aux chercheurs;4.69
2007;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Culture et information scientifique;1.91
2007;Conseils régionaux;0;Budget R&T;;Normandie;R28;;Tous objectifs;27.45
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Normandie;R28;;Tous objectifs;4.4
2007;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Normandie;R28;;Tous objectifs;2.35
2007;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;22.15
2007;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Budget non ventilé (%);0.02
2015;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;0.0
2015;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Equipement de laboratoires;6.73
2015;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Culture et information scientifique;0.0
2015;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;0.0
2015;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Aquitaine;R75;;Tous objectifs;1.17
2015;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Tous objectifs;46.8
2015;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Aides aux chercheurs (%);5.86
2015;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Transferts de technologie (%);39.56
2015;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Réseaux haut débit (%);0.0
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);Grand Est;R44;;Tous objectifs;0.0
2015;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;52.9
2015;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Tous objectifs;63.33
2015;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Projets de la recherche publique;9.91
2015;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Réseaux haut débit;0.0
2015;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Culture et information scientifique;6.86
2015;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Budget non ventilé;0.0
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Occitanie;R76;;Tous objectifs;5.68
2015;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;4.81
2015;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;36.58
2015;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;0.75
2015;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;0.23
2015;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Transferts de technologie;27.57
2015;Conseils régionaux;0;Budget R&T;;Hauts-de-France;R32;;Tous objectifs;25.44
2015;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Hauts-de-France;R32;;Tous objectifs;2.97
